artist_name,specific_genre
the royal guardsmen,bubblegum pop
the cowsills,brill building pop
the cowsills,bubblegum pop
the cowsills,folk rock
the cowsills,merseybeat
the cowsills,underground power pop
sonny bono,brill building pop
johnny rivers,adult standards
johnny rivers,brill building pop
johnny rivers,bubblegum pop
johnny rivers,folk rock
johnny rivers,mellow gold
johnny rivers,rock-and-roll
johnny rivers,rockabilly
johnny rivers,soft rock
engelbert humperdinck,adult standards
engelbert humperdinck,brill building pop
engelbert humperdinck,easy listening
engelbert humperdinck,lounge
strawberry alarm clock,bubblegum pop
strawberry alarm clock,classic garage rock
strawberry alarm clock,classic rock
strawberry alarm clock,folk rock
strawberry alarm clock,freakbeat
strawberry alarm clock,psychedelic rock
strawberry alarm clock,sunshine pop
burt bacharach,adult standards
burt bacharach,brill building pop
burt bacharach,easy listening
burt bacharach,lounge
the sweet inspirations,brill building pop
the sweet inspirations,classic soul
the sweet inspirations,soul
the sweet inspirations,southern soul
the buckinghams,brill building pop
the buckinghams,bubblegum pop
the buckinghams,classic garage rock
the buckinghams,folk rock
the buckinghams,merseybeat
the hollies,album rock
the hollies,brill building pop
the hollies,british invasion
the hollies,bubblegum pop
the hollies,classic rock
the hollies,country rock
the hollies,folk rock
the hollies,mellow gold
the hollies,merseybeat
the hollies,psychedelic rock
the hollies,rock
the hollies,rock-and-roll
the hollies,soft rock
gladys knight & the pips,brill building pop
gladys knight & the pips,classic soul
gladys knight & the pips,disco
gladys knight & the pips,funk
gladys knight & the pips,motown
gladys knight & the pips,quiet storm
gladys knight & the pips,soul
gladys knight & the pips,southern soul
nico,trap queen
nico,viral rap
the electric prunes,acid rock
the electric prunes,bubblegum pop
the electric prunes,classic garage rock
the electric prunes,experimental
the electric prunes,folk rock
the electric prunes,freakbeat
the electric prunes,protopunk
the electric prunes,psychedelic rock
margo guryan,baroque pop
margo guryan,folk rock
josé feliciano,bolero
josé feliciano,latin pop
josé feliciano,puerto rican pop
carole king,adult standards
carole king,brill building pop
carole king,classic rock
carole king,folk
carole king,folk rock
carole king,mellow gold
carole king,singer-songwriter
carole king,soft rock
neil diamond,adult standards
neil diamond,brill building pop
neil diamond,classic rock
neil diamond,folk rock
neil diamond,mellow gold
neil diamond,singer-songwriter
neil diamond,soft rock
neil diamond,yacht rock
the foundations,brill building pop
the foundations,bubblegum pop
the foundations,motown
harry nilsson,art rock
harry nilsson,brill building pop
harry nilsson,classic rock
harry nilsson,country rock
harry nilsson,folk
harry nilsson,folk rock
harry nilsson,mellow gold
harry nilsson,rock
harry nilsson,roots rock
harry nilsson,singer-songwriter
harry nilsson,soft rock
joni mitchell,canadian singer-songwriter
joni mitchell,folk
joni mitchell,folk rock
joni mitchell,lilith
joni mitchell,mellow gold
joni mitchell,singer-songwriter
gary puckett & the union gap,adult standards
gary puckett & the union gap,brill building pop
gary puckett & the union gap,bubblegum pop
gary puckett & the union gap,folk rock
gary puckett & the union gap,mellow gold
gary puckett & the union gap,merseybeat
gary puckett & the union gap,rock-and-roll
gary puckett & the union gap,soft rock
van morrison,classic rock
van morrison,folk
van morrison,folk rock
van morrison,mellow gold
van morrison,rock
van morrison,roots rock
van morrison,singer-songwriter
van morrison,soft rock
mandy moore,dance pop
mandy moore,europop
mandy moore,hollywood
mandy moore,movie tunes
mandy moore,post-teen pop
mary hopkin,bubblegum pop
mary hopkin,merseybeat
céline dion,canadian pop
céline dion,dance pop
love affair,alternative dance
love affair,art pop
love affair,electronica
love affair,indietronica
love affair,new rave
love affair,nu disco
the rascals,brill building pop
the rascals,bubblegum pop
the rascals,classic rock
the rascals,country rock
the rascals,folk rock
the rascals,mellow gold
the rascals,merseybeat
the rascals,motown
the rascals,psychedelic rock
the rascals,rock-and-roll
the cats,big band
laura nyro,brill building pop
laura nyro,country rock
laura nyro,folk
laura nyro,folk rock
laura nyro,singer-songwriter
the millennium,sunshine pop
the archies,brill building pop
the archies,bubblegum pop
the archies,classic canadian rock
the archies,folk rock
the archies,rock-and-roll
scott walker,art pop
scott walker,art rock
scott walker,baroque pop
scott walker,experimental
scott walker,folk rock
scott walker,freak folk
scott walker,melancholia
scott walker,post-punk
scott walker,singer-songwriter
tommy boyce,brill building pop
tommy boyce,bubblegum pop
joe south,bubblegum pop
joe south,merseybeat
the lemon pipers,bubblegum pop
the lemon pipers,classic garage rock
the lemon pipers,freakbeat
ohio express,bubblegum pop
ohio express,merseybeat
jackie deshannon,brill building pop
jackie deshannon,bubblegum pop
jackie deshannon,merseybeat
melanie,alt z
melanie,electropop
melanie,pop
classics iv,adult standards
classics iv,brill building pop
classics iv,bubblegum pop
classics iv,folk rock
classics iv,merseybeat
classics iv,soft rock
fairport convention,british folk
fairport convention,country rock
fairport convention,folk
fairport convention,folk rock
fairport convention,psychedelic rock
fairport convention,roots rock
karen dalton,ambient folk
karen dalton,folk
karen dalton,folk rock
karen dalton,freak folk
karen dalton,indie folk
karen dalton,native american
three dog night,album rock
three dog night,art rock
three dog night,blues rock
three dog night,brill building pop
three dog night,bubblegum pop
three dog night,classic rock
three dog night,country rock
three dog night,folk rock
three dog night,hard rock
three dog night,heartland rock
three dog night,mellow gold
three dog night,rock
three dog night,roots rock
three dog night,soft rock
free,ccm
free,christian music
free,world worship
free,worship
bread,adult standards
bread,folk rock
bread,mellow gold
bread,soft rock
boz scaggs,adult standards
boz scaggs,album rock
boz scaggs,art rock
boz scaggs,classic rock
boz scaggs,country rock
boz scaggs,folk
boz scaggs,folk rock
boz scaggs,mellow gold
boz scaggs,singer-songwriter
boz scaggs,soft rock
boz scaggs,yacht rock
jimmy ruffin,brill building pop
jimmy ruffin,classic soul
jimmy ruffin,motown
jimmy ruffin,soul
jimmy ruffin,southern soul
the flying burrito brothers,alternative country
the flying burrito brothers,classic rock
the flying burrito brothers,cosmic american
the flying burrito brothers,country rock
the flying burrito brothers,folk
the flying burrito brothers,folk rock
the flying burrito brothers,mellow gold
the flying burrito brothers,psychedelic rock
the flying burrito brothers,roots rock
marmalade,bubblegum pop
marmalade,classic uk pop
marmalade,folk rock
marmalade,merseybeat
marmalade,rock-and-roll
tony joe white,blues
tony joe white,blues rock
tony joe white,classic rock
tony joe white,country rock
tony joe white,electric blues
tony joe white,louisiana blues
tony joe white,modern blues
tony joe white,roots rock
tony joe white,swamp blues
tony joe white,swamp pop
tony joe white,swamp rock
nick drake,british folk
nick drake,folk
nick drake,folk rock
nick drake,indie folk
nick drake,melancholia
nick drake,rock
nick drake,singer-songwriter
leonard cohen,canadian singer-songwriter
leonard cohen,folk
leonard cohen,folk rock
leonard cohen,melancholia
leonard cohen,permanent wave
leonard cohen,singer-songwriter
poco,album rock
poco,classic rock
poco,country rock
poco,folk
poco,folk rock
poco,heartland rock
poco,mellow gold
poco,roots rock
poco,singer-songwriter
poco,soft rock
triste janero,sunshine pop
ringo starr,album rock
ringo starr,beatlesque
ringo starr,bubblegum pop
ringo starr,classic rock
ringo starr,country rock
ringo starr,folk rock
ringo starr,mellow gold
ringo starr,rock
ringo starr,rock drums
ringo starr,soft rock
badfinger,album rock
badfinger,art rock
badfinger,beatlesque
badfinger,blues rock
badfinger,bubblegum pop
badfinger,classic rock
badfinger,country rock
badfinger,folk rock
badfinger,jangle pop
badfinger,mellow gold
badfinger,power pop
badfinger,psychedelic rock
badfinger,rock
badfinger,roots rock
badfinger,soft rock
badfinger,symphonic rock
the partridge family,bubblegum pop
the move,east coast reggae
the move,jawaiian
the move,reggae fusion
the move,reggae rock
wishbone ash,album rock
wishbone ash,art rock
wishbone ash,blues rock
wishbone ash,british blues
wishbone ash,classic rock
wishbone ash,hard rock
wishbone ash,jazz fusion
wishbone ash,progressive rock
wishbone ash,psychedelic rock
wishbone ash,symphonic rock
john cale,alternative rock
john cale,art pop
john cale,art rock
john cale,country rock
john cale,experimental
john cale,folk
john cale,folk rock
john cale,melancholia
john cale,post-punk
john cale,pub rock
john cale,roots rock
john cale,singer-songwriter
faces,album rock
faces,art rock
faces,blues rock
faces,classic rock
faces,country rock
faces,electric blues
faces,folk rock
faces,glam rock
faces,hard rock
faces,mellow gold
faces,protopunk
faces,psychedelic rock
faces,rock
faces,roots rock
faces,soft rock
vanity fare,brill building pop
vanity fare,bubblegum pop
vanity fare,merseybeat
todd rundgren,album rock
todd rundgren,art rock
todd rundgren,classic rock
todd rundgren,country rock
todd rundgren,folk rock
todd rundgren,mellow gold
todd rundgren,philly soul
todd rundgren,power pop
todd rundgren,rock
todd rundgren,soft rock
todd rundgren,symphonic rock
todd rundgren,zolo
michael nesmith,country rock
michael nesmith,folk rock
bobby bloom,bubblegum pop
mark lindsay,bubblegum pop
alive 'n kickin',bubblegum pop
dave edmunds,british blues
dave edmunds,classic uk pop
dave edmunds,country rock
dave edmunds,power pop
dave edmunds,pub rock
dave edmunds,rock-and-roll
dave edmunds,rockabilly
dave edmunds,roots rock
electric light orchestra,album rock
electric light orchestra,art rock
electric light orchestra,beatlesque
electric light orchestra,classic rock
electric light orchestra,glam rock
electric light orchestra,mellow gold
electric light orchestra,rock
electric light orchestra,soft rock
electric light orchestra,symphonic rock
can,corrido
can,corridos tumbados
can,nuevo regional mexicano
can,regional mexican
can,sierreno
wings,album rock
wings,art rock
wings,beatlesque
wings,classic rock
wings,folk rock
wings,mellow gold
wings,rock
wings,soft rock
status quo,album rock
status quo,blues rock
status quo,british blues
status quo,classic rock
status quo,glam rock
status quo,hard rock
status quo,rock
flamin' groovies,classic garage rock
flamin' groovies,country rock
flamin' groovies,folk rock
flamin' groovies,freakbeat
flamin' groovies,garage rock
flamin' groovies,power pop
flamin' groovies,protopunk
flamin' groovies,psychedelic rock
flamin' groovies,pub rock
flamin' groovies,punk
flamin' groovies,punk blues
flamin' groovies,roots rock
the youngbloods,bubblegum pop
the youngbloods,classic rock
the youngbloods,country rock
the youngbloods,folk rock
the youngbloods,psychedelic rock
the youngbloods,roots rock
bonnie raitt,classic rock
bonnie raitt,country rock
bonnie raitt,electric blues
bonnie raitt,folk
bonnie raitt,folk rock
bonnie raitt,heartland rock
bonnie raitt,lilith
bonnie raitt,mellow gold
bonnie raitt,roots rock
bonnie raitt,singer-songwriter
bonnie raitt,soft rock
lindisfarne,british folk
lindisfarne,classic uk pop
lindisfarne,folk rock
colin blunstone,classic uk pop
paul davis,album rock
paul davis,bubblegum pop
paul davis,country rock
paul davis,folk rock
paul davis,mellow gold
paul davis,new wave pop
paul davis,soft rock
paul davis,yacht rock
sparks,dance pop
sparks,neo mellow
sparks,pop
sparks,pop rock
sparks,post-teen pop
sparks,r&b
sparks,urban contemporary
the fortunes,adult standards
the fortunes,brill building pop
the fortunes,british invasion
the fortunes,bubblegum pop
the fortunes,classic uk pop
the fortunes,folk rock
the fortunes,merseybeat
the fortunes,nederpop
the fortunes,rock-and-roll
gerry rafferty,album rock
gerry rafferty,art rock
gerry rafferty,classic rock
gerry rafferty,classic uk pop
gerry rafferty,country rock
gerry rafferty,folk rock
gerry rafferty,mellow gold
gerry rafferty,soft rock
argent,art rock
argent,blues rock
argent,classic rock
argent,progressive rock
argent,psychedelic rock
argent,symphonic rock
glenn lewis,canadian pop
glenn lewis,neo soul
glenn lewis,r&b
glenn lewis,urban contemporary
gilbert o'sullivan,adult standards
gilbert o'sullivan,bubblegum pop
gilbert o'sullivan,classic rock
gilbert o'sullivan,classic uk pop
gilbert o'sullivan,folk rock
gilbert o'sullivan,mellow gold
gilbert o'sullivan,soft rock
tommy james,brill building pop
tommy james,bubblegum pop
tommy james,classic garage rock
tommy james,classic rock
tommy james,country rock
tommy james,folk rock
tommy james,mellow gold
tommy james,merseybeat
tommy james,psychedelic rock
tommy james,rock
tommy james,rock-and-roll
tommy james,soft rock
carly simon,adult standards
